 N� do im�vel;UF;Cidade;Bairro;Endere�o;Pre�o;Valor de avalia��o;Desconto;Descri��o;Modalidade de venda;Link de acesso
1500000000165;GO;GOIANIA;SETOR OESTE;Rua 15, N. SN, Apto 1803, ED. VILA OESTE;380.000,00;470.000,00;19.15;Apartamento, 80.00 de área privativa, 2 qto(s), suíte, varanda.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000165
1500000000166;GO;ANAPOLIS;VILA SANTA MARIA DE NAZARE;Rua Cinco, N. 50, CS 71, LT 68;160.000,00;200.000,00;20.00;Casa, 80.00 de área privativa, 150.00 de área do terreno, 2 qto(s), forro PVC.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000166
1500000000167;GO;RIO VERDE;BAIRRO JARDIM MONTE VERDE;Rua dos Girassóis, N. SN, Apto 1404, RES. MONTE CARLO;280.000,00;350.000,00;20.00;Apartamento, 68.00 de área privativa, 2 qto(s), lazer completo.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000167
1500000000168;GO;APARECIDA DE GOIANIA;SETOR CIDADE LIVRE;Rua Vinte e Cinco, N. 10, LT 72, QD 69;140.000,00;175.000,00;20.00;Terreno, 260.00 de área do terreno, com asfalto e rede de água.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000168
1500000000169;GO;GOIANIA;SETOR JARDIM GOIAS;Rua 64, N. 50, Apto 2805, ED. JARDIM SUL;650.000,00;820.000,00;20.73;Apartamento, 110.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas, alto padrão.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000169
1500000000170;GO;GOIANIA;SETOR SUL;Rua 92, N. 200, CS 73, LT 70;340.000,00;420.000,00;19.05;Casa, 120.00 de área privativa, 250.00 de área do terreno, 3 qto(s), murada e gradeada.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000170
1500000000171;GO;ANAPOLIS;VILA SANTA CATARINA;Rua Santa Rita, N. 50, Apto 603, RES. ANAPOLIS SUL;220.000,00;270.000,00;18.52;Apartamento, 60.00 de área privativa, 2 qto(s), lazer básico.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000171
1500000000172;GO;RIO VERDE;BAIRRO VILA AMERICANA;Rua Vinte e Sete, N. SN, LT 74, QD 71;110.000,00;135.000,00;18.52;Lote, 220.00 de área do terreno, com asfalto.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000172
1500000000173;GO;APARECIDA DE GOIANIA;SETOR JARDIM OLIMPO;Rua O-6, N. 10, Apto 2001, ED. JARDIM VISTA;290.000,00;360.000,00;19.44;Apartamento, 70.00 de área privativa, 2 qto(s), suíte, varanda.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000173
1500000000174;GO;GOIANIA;SETOR MARISTA;Rua 147-A, N. 100, Apto 3203, ED. MARISTA TOWER;900.000,00;1.120.000,00;19.64;Apartamento, 140.00 de área privativa, 4 qto(s), 3 suítes, 3 vagas, cobertura linear.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000174
1500000000175;GO;LUZIANIA;SETOR CENTRAL;Rua Vinte de Outubro, N. 10, CS 75, LT 72;180.000,00;225.000,00;20.00;Casa, 95.00 de área privativa, 180.00 de área do terreno, 3 qto(s), forro PVC.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000175
1500000000176;GO;GOIANIA;SETOR OESTE;Rua T-4, N. 50, Apto 1804, RES. VILA RICA;390.000,00;480.000,00;18.75;Apartamento, 80.00 de área privativa, 2 qto(s), suíte, lazer completo.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000176
1500000000177;GO;GOIANIA;SETOR BUENO;Rua T-15, N. SN, CS 76, LT 73;420.000,00;520.000,00;19.23;Casa, 130.00 de área privativa, 280.00 de área do terreno, 3 qto(s), edícula.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000177
1500000000178;GO;ANAPOLIS;VILA INDUSTRIAL;Rua Vinte e Dois, N. 10, LT 77, QD 74;130.000,00;160.000,00;18.75;Terreno, 240.00 de área do terreno, de esquina.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000178
1500000000179;GO;RIO VERDE;BAIRRO JARDIM PRESIDENTE;Rua Doze, N. SN, Apto 1003, RES. PRESIDENTE;250.000,00;310.000,00;19.35;Apartamento, 60.00 de área privativa, 2 qto(s), 1 vaga, perto de shopping.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000179
1500000000180;GO;APARECIDA DE GOIANIA;SETOR PARQUE FLAMBOYANT;Rua T-11, N. 50, CS 78, LT 75;200.000,00;250.000,00;20.00;Casa, 95.00 de área privativa, 180.00 de área do terreno, 3 qto(s), bom estado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000180
1500000000181;GO;GOIANIA;SETOR ALTO DA GLORIA;Rua T-12, N. SN, Apto 2505, ED. ALTO DA GLORIA;700.000,00;880.000,00;20.45;Apartamento, 105.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas, alto padrão.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000181
1500000000182;GO;GOIANIA;SETOR AEROPORTO;Rua 8, N. 10, LT 79, QD 76;220.000,00;270.000,00;18.52;Terreno, 350.00 de área do terreno, plano, murado.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000182
1500000000183;GO;LUZIANIA;SETOR MANDUCA;Rua Dezessete, N. SN, Apto 804, RES. VILA LUZ;160.000,00;200.000,00;20.00;Apartamento, 50.00 de área privativa, 2 qto(s), lazer básico.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000183
1500000000184;GO;GOIANIA;SETOR SERRINHA;Rua C-261, N. 50, CS 80, LT 77;410.000,00;510.000,00;19.61;Casa, 130.00 de área privativa, 280.00 de área do terreno, 3 qto(s), reformada.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000184
1500000000185;GO;GOIANIA;SETOR CENTRAL;Rua 30, N. SN, Apto 1201, ED. CENTRAL VILLE;350.000,00;440.000,00;20.45;Apartamento, 75.00 de área privativa, 2 qto(s), suíte, varanda.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000185
1500000000186;GO;ANAPOLIS;CIDADE JARDIM;Rua Vinte, N. 10, LT 81, QD 78;150.000,00;190.000,00;21.05;Lote, 260.00 de área do terreno, com estrutura de fundação.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000186
1500000000187;GO;RIO VERDE;PARQUE DOS BURITIS;Rua das Seringueiras, N. 50, Apto 1502, RES. RIO GRANDE;280.000,00;350.000,00;20.00;Apartamento, 68.00 de área privativa, 2 qto(s), suíte, varanda fechada.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000187
1500000000188;GO;APARECIDA DE GOIANIA;SETOR GARAVELO;Rua 15, N. SN, CS 82, LT 79;210.000,00;260.000,00;19.23;Casa, 100.00 de área privativa, 200.00 de área do terreno, 3 qto(s), edícula.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000188
1500000000189;GO;GOIANIA;SETOR NOVA SUIÇA;Rua C-271, N. 10, Apto 2805, ED. JARDIM SUL;550.000,00;680.000,00;19.12;Apartamento, 88.00 de área privativa, 3 qto(s), suíte, 2 vagas, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000189
1500000000190;GO;GOIANIA;JARDIM AMERICA;Rua C-165, N. SN, Apto 1001, RES. PORTUGAL SUL;350.000,00;430.000,00;18.60;Apartamento, 70.00 de área privativa, 2 qto(s), lazer completo.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000190
1500000000191;GO;ANAPOLIS;VILA FABRIL;Rua Quarenta e Cinco, N. 50, LT 83, QD 80;130.000,00;165.000,00;21.21;Terreno, 220.00 de área do terreno, com muro de arrimo.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000191
1500000000192;GO;RIO VERDE;SETOR PRIMAVERA;Rua das Tulipas, N. 10, CS 84, LT 81;180.000,00;220.000,00;18.18;Casa, 85.00 de área privativa, 160.00 de área do terreno, 2 qto(s), com garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000192
1500000000193;GO;APARECIDA DE GOIANIA;SETOR MORADA DOS PAINÉIS;Rua X-9, N. SN, Apto 603, ED. PAINÉIS;240.000,00;300.000,00;20.00;Apartamento, 60.00 de área privativa, 2 qto(s), varanda, perto de escola.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000193
1500000000194;GO;GOIANIA;SETOR BUENO;Rua T-4, N. 50, Apto 101, ED. MONTE CARLO;480.000,00;600.000,00;20.00;Apartamento, 80.00 de área privativa, 2 qto(s), suíte, armários.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000194
1500000000195;GO;LUZIANIA;JARDIM AMERICA;Rua P-1, N. 50, LT 85, QD 82;100.000,00;125.000,00;20.00;Lote, 180.00 de área do terreno, com estrutura antiga.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000195
1500000000196;GO;GOIANIA;SETOR AEROPORTO;Avenida P, N. 10, CS 86, LT 83;320.000,00;400.000,00;20.00;Casa, 110.00 de área privativa, 200.00 de área do terreno, 3 qto(s), murada e gradeada.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000196
1500000000197;GO;GOIANIA;SETOR OESTE;Rua 26, N. SN, Apto 2204, ED. JARDIM SUL;370.000,00;460.000,00;19.57;Apartamento, 75.00 de área privativa, 2 qto(s), suíte, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000197
1500000000198;GO;ANAPOLIS;VILA SANTA MARIA DE NAZARE;Rua Seis, N. 10, Apto 901, RES. NAZARÉ SUL;230.000,00;285.000,00;19.30;Apartamento, 60.00 de área privativa, 2 qto(s), varanda ampla.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000198
1500000000199;GO;RIO VERDE;BAIRRO JARDIM MONTE VERDE;Rua dos Pinheiros, N. SN, LT 87, QD 84;160.000,00;200.000,00;20.00;Terreno, 300.00 de área do terreno, plano.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000199
1500000000200;GO;APARECIDA DE GOIANIA;SETOR CIDADE LIVRE;Rua Trinta, N. 50, CS 88, LT 85;190.000,00;230.000,00;17.40;Casa, 90.00 de área privativa, 170.00 de área do terreno, 3 qto(s), forro PVC.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000200
1500000000201;GO;GOIANIA;SETOR JARDIM GOIAS;Rua 50, N. 10, Apto 3201, ED. JARDIM SUL;680.000,00;850.000,00;20.00;Apartamento, 115.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas, alto padrão.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000201
1500000000202;GO;GOIANIA;SETOR SUL;Rua 90, N. SN, Apto 1403, ED. SUL VILLE;320.000,00;400.000,00;20.00;Apartamento, 72.00 de área privativa, 2 qto(s), suíte, lazer básico.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000202
1500000000203;GO;ANAPOLIS;VILA SANTA CATARINA;Rua Santa Luzia, N. 10, LT 89, QD 86;120.000,00;150.000,00;20.00;Lote, 250.00 de área do terreno, com asfalto.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000203
1500000000204;GO;RIO VERDE;BAIRRO VILA AMERICANA;Rua Vinte e Nove, N. 10, CS 90, LT 87;180.000,00;225.000,00;20.00;Casa, 85.00 de área privativa, 160.00 de área do terreno, 2 qto(s), com laje.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000204
1500000000205;GO;APARECIDA DE GOIANIA;SETOR JARDIM OLIMPO;Rua O-8, N. SN, Apto 2401, ED. VISTA VERDE;310.000,00;390.000,00;20.51;Apartamento, 75.00 de área privativa, 3 qto(s), suíte, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000205
1500000000206;GO;GOIANIA;SETOR MARISTA;Rua 148, N. 50, Apto 3502, ED. MARISTA LUXURY;950.000,00;1.200.000,00;20.83;Apartamento, 150.00 de área privativa, 4 qto(s), 3 suítes, 3 vagas, alto padrão.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000206
1500000000207;GO;LUZIANIA;SETOR CENTRAL;Avenida Brasília, N. 100, LT 91, QD 88;140.000,00;175.000,00;20.00;Terreno, 250.00 de área do terreno, comercial.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000207
1500000000208;GO;GOIANIA;SETOR OESTE;Rua 10, N. 10, Apto 1805, ED. JARDIM DAS FLORES;380.000,00;470.000,00;19.15;Apartamento, 78.00 de área privativa, 2 qto(s), suíte, varanda.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000208
1500000000209;GO;GOIANIA;SETOR BUENO;Rua T-2, N. SN, Apto 101, ED. PARQUE DAS ÁGUAS;500.000,00;620.000,00;19.35;Apartamento, 85.00 de área privativa, 3 qto(s), suíte, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000209
1500000000210;GO;ANAPOLIS;VILA INDUSTRIAL;Rua Vinte e Três, N. 50, CS 92, LT 89;170.000,00;210.000,00;19.05;Casa, 80.00 de área privativa, 150.00 de área do terreno, 2 qto(s), forro PVC.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000210
1500000000211;GO;RIO VERDE;BAIRRO JARDIM PRESIDENTE;Rua Treze, N. 50, Apto 1204, RES. RIO VILLE;260.000,00;320.000,00;18.75;Apartamento, 65.00 de área privativa, 2 qto(s), varanda fechada.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000211
1500000000212;GO;APARECIDA DE GOIANIA;SETOR PARQUE FLAMBOYANT;Rua T-13, N. SN, LT 93, QD 90;130.000,00;160.000,00;18.75;Lote, 280.00 de área do terreno, com asfalto.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000212
1500000000213;GO;GOIANIA;SETOR ALTO DA GLORIA;Rua T-14, N. 100, CS 94, LT 91;450.000,00;560.000,00;19.64;Casa, 140.00 de área privativa, 300.00 de área do terreno, 3 qto(s), edícula.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000213
1500000000214;GO;GOIANIA;SETOR AEROPORTO;Rua 9, N. SN, Apto 2005, ED. RIO GRANDE VILLE;390.000,00;480.000,00;18.75;Apartamento, 85.00 de área privativa, 2 qto(s), suíte, reformado.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000214
1500000000215;GO;LUZIANIA;SETOR MANDUCA;Rua Vinte, N. 50, LT 95, QD 92;110.000,00;135.000,00;18.52;Terreno, 220.00 de área do terreno, com água e luz.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000215
1500000000216;GO;GOIANIA;SETOR SERRINHA;Rua C-263, N. 100, Apto 1802, RES. SERRINHA PRIME;430.000,00;540.000,00;20.37;Apartamento, 80.00 de área privativa, 3 qto(s), suíte, lazer completo.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000216
1500000000217;GO;GOIANIA;SETOR CENTRAL;Rua 35, N. SN, Apto 1004, ED. CENTRAL NORTE;320.000,00;400.000,00;20.00;Apartamento, 70.00 de área privativa, 2 qto(s), varanda.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000217
1500000000218;GO;ANAPOLIS;CIDADE JARDIM;Rua Vinte e Um, N. 5, CS 96, LT 93;190.000,00;230.000,00;17.40;Casa, 90.00 de área privativa, 170.00 de área do terreno, 3 qto(s), forro PVC.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000218
1500000000219;GO;RIO VERDE;PARQUE DOS BURITIS;Rua dos Angelins, N. SN, LT 97, QD 94;130.000,00;165.000,00;21.21;Terreno, 300.00 de área do terreno, plano, murado.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000219
1500000000220;GO;APARECIDA DE GOIANIA;SETOR GARAVELO;Rua 18, N. 10, Apto 502, RES. GARAVELO SUL;230.000,00;285.000,00;19.30;Apartamento, 60.00 de área privativa, 2 qto(s), lazer básico.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000220
1500000000221;GO;GOIANIA;SETOR NOVA SUIÇA;Rua C-273, N. SN, Apto 2405, ED. JARDIM SUL PRIME;580.000,00;720.000,00;19.44;Apartamento, 95.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000221
1500000000222;GO;GOIANIA;JARDIM AMERICA;Rua C-170, N. 50, CS 98, LT 95;340.000,00;420.000,00;19.05;Casa, 115.00 de área privativa, 240.00 de área do terreno, 3 qto(s), murada e gradeada.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000222
1500000000223;GO;ANAPOLIS;VILA FABRIL;Rua Cinquenta, N. SN, LT 99, QD 96;140.000,00;175.000,00;20.00;Lote, 250.00 de área do terreno, de esquina.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000223
1500000000224;GO;RIO VERDE;SETOR PRIMAVERA;Rua das Orquídeas, N. 50, Apto 802, RES. RIO VILLE;200.000,00;250.000,00;20.00;Apartamento, 55.00 de área privativa, 2 qto(s), 1 vaga.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000224
1500000000225;GO;APARECIDA DE GOIANIA;SETOR MORADA DOS PAINÉIS;Rua X-11, N. 10, CS 100, LT 97;200.000,00;250.000,00;20.00;Casa, 95.00 de área privativa, 180.00 de área do terreno, 3 qto(s), bom estado.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000225
1500000000226;GO;GOIANIA;SETOR BUENO;Rua T-46, N. 200, Apto 1503, ED. MAJESTIC PRIME;620.000,00;770.000,00;19.50;Apartamento, 98.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000226
1500000000227;GO;LUZIANIA;JARDIM AMERICA;Rua P-3, N. SN, LT 101, QD 98;120.000,00;150.000,00;20.00;Lote, 200.00 de área do terreno, plano.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000227
1500000000228;GO;GOIANIA;SETOR AEROPORTO;Rua 10, N. 50, CS 102, LT 99;370.000,00;460.000,00;19.57;Casa, 125.00 de área privativa, 260.00 de área do terreno, 3 qto(s), 2 vagas.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000228
1500000000229;GO;GOIANIA;SETOR OESTE;Rua 28, N. 10, Apto 1404, ED. OESTE VILLE;350.000,00;430.000,00;18.60;Apartamento, 78.00 de área privativa, 2 qto(s), suíte, varanda.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000229
1500000000230;GO;ANAPOLIS;VILA SANTA MARIA DE NAZARE;Rua Oito, N. SN, Apto 1201, RES. CIDADE VILA;260.000,00;320.000,00;18.75;Apartamento, 65.00 de área privativa, 2 qto(s), lazer completo.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000230
1500000000231;GO;RIO VERDE;BAIRRO JARDIM MONTE VERDE;Rua dos Cedros, N. 10, LT 103, QD 100;140.000,00;175.000,00;20.00;Terreno, 280.00 de área do terreno, murado em 3 lados.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000231
1500000000232;GO;APARECIDA DE GOIANIA;SETOR CIDADE LIVRE;Rua Trinta e Cinco, N. SN, Apto 703, RES. CIDADE VIVA;220.000,00;270.000,00;18.52;Apartamento, 55.00 de área privativa, 2 qto(s), 1 vaga.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000232
1500000000233;GO;GOIANIA;SETOR JARDIM GOIAS;Rua 58, N. 500, Apto 3803, ED. VILA NOVA;750.000,00;940.000,00;20.21;Apartamento, 120.00 de área privativa, 4 qto(s), 3 suítes, 2 vagas, alto padrão.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000233
1500000000234;GO;GOIANIA;SETOR SUL;Rua 93, N. 10, CS 104, LT 101;390.000,00;480.000,00;18.75;Casa, 130.00 de área privativa, 280.00 de área do terreno, 3 qto(s), reformada.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000234
1500000000235;GO;ANAPOLIS;VILA SANTA CATARINA;Rua Santa Rita, N. 80, Apto 1502, RES. ANAPOLIS LESTE;240.000,00;300.000,00;20.00;Apartamento, 65.00 de área privativa, 2 qto(s), varanda ampla.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000235
1500000000236;GO;RIO VERDE;BAIRRO VILA AMERICANA;Rua Trinta e Um, N. SN, LT 105, QD 102;100.000,00;125.000,00;20.00;Lote, 200.00 de área do terreno, em aclive.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000236
1500000000237;GO;APARECIDA DE GOIANIA;SETOR JARDIM OLIMPO;Rua O-10, N. 50, Apto 2704, ED. OLIMPO PRIME;330.000,00;410.000,00;19.51;Apartamento, 78.00 de área privativa, 3 qto(s), suíte, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000237
1500000000238;GO;GOIANIA;SETOR MARISTA;Rua 148-A, N. SN, Apto 4001, ED. MARISTA ICON;1.000.000,00;1.250.000,00;20.00;Apartamento, 160.00 de área privativa, 4 qto(s), 4 suítes, 3 vagas, lazer alto padrão.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000238
1500000000239;GO;LUZIANIA;SETOR CENTRAL;Rua Vinte e Cinco de Dezembro, N. 5, LT 106, QD 103;110.000,00;140.000,00;21.43;Terreno, 240.00 de área do terreno, com estrutura antiga.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000239
1500000000240;GO;GOIANIA;SETOR OESTE;Rua 12, N. 100, Apto 2203, ED. JARDIM SUL;400.000,00;500.000,00;20.00;Apartamento, 85.00 de área privativa, 3 qto(s), suíte, varanda.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000240
1500000000241;GO;GOIANIA;SETOR BUENO;Rua T-4, N. 10, CS 107, LT 104;480.000,00;600.000,00;20.00;Casa, 145.00 de área privativa, 300.00 de área do terreno, 3 qto(s), 2 vagas.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000241
1500000000242;GO;ANAPOLIS;VILA INDUSTRIAL;Rua Vinte e Quatro, N. SN, Apto 1001, RES. INDUSTRIAL VILLE;210.000,00;260.000,00;19.23;Apartamento, 58.00 de área privativa, 2 qto(s), lazer básico.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000242
1500000000243;GO;RIO VERDE;BAIRRO JARDIM PRESIDENTE;Rua Quatorze, N. 5, LT 108, QD 105;150.000,00;190.000,00;21.05;Terreno, 320.00 de área do terreno, de esquina, com muro de arrimo.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000243
1500000000244;GO;APARECIDA DE GOIANIA;SETOR PARQUE FLAMBOYANT;Rua T-15, N. 100, CS 109, LT 106;220.000,00;270.000,00;18.52;Casa, 100.00 de área privativa, 200.00 de área do terreno, 3 qto(s), bom estado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000244
1500000000245;GO;GOIANIA;SETOR ALTO DA GLORIA;Rua T-16, N. SN, Apto 3005, ED. ALTO DA GLORIA LUXURY;780.000,00;980.000,00;20.37;Apartamento, 120.00 de área privativa, 4 qto(s), 3 suítes, 3 vagas, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000245
1500000000246;GO;GOIANIA;SETOR AEROPORTO;Rua 12, N. 50, Apto 2402, RES. AEROPORTO VILLE;420.000,00;520.000,00;19.23;Apartamento, 85.00 de área privativa, 3 qto(s), suíte, reformado.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000246
